,ctrl_A,ctrl_A_TEX,ctrl_B,ctrl_B_TEX,inf_A,inf_A_TEX,inf_B,inf_B_TEX
ID=cds-AAG08722.1;Parent=gene-PA5337;Dbxref=NCBI_GP:AAG08722.1;Name=AAG08722.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=rpoZ;product=RNA polymerase omega subunit;protein_id=AAG08722.1;transl_table=11,1292,21100,1005,19991,926,19574.25,648,19627
ID=cds-AAG08723.1;Parent=gene-PA5338;Dbxref=NCBI_GP:AAG08723.1;Name=AAG08723.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=spoT;product=guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase;protein_id=AAG08723.1;transl_table=11,2181,1090.833333,1838,1202.2,1308,811.3928571,929,690.0769231
ID=cds-AAG08724.1;Parent=gene-PA5339;Dbxref=NCBI_GP:AAG08724.1;Name=AAG08724.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG08724.1;transl_table=11,709,214,590,245.5,258,128,154,103
ID=cds-AAG08725.1;Parent=gene-PA5340;Dbxref=NCBI_GP:AAG08725.1;Name=AAG08725.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08725.1;transl_table=11,216,129.2,171,135.4,94,53,42,75
ID=cds-AAG08726.1;Parent=gene-PA5341;Dbxref=NCBI_GP:AAG08726.1;Name=AAG08726.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08726.1;transl_table=11,5,34.11111111,3,31,8,52,2,47
ID=cds-AAG08727.1;Parent=gene-PA5342;Dbxref=NCBI_GP:AAG08727.1;Name=AAG08727.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG08727.1;transl_table=11,36,32,29,29.33333333,24,27,24,27
ID=cds-AAG08728.1;Parent=gene-PA5343;Dbxref=NCBI_GP:AAG08728.1;Name=AAG08728.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08728.1;transl_table=11,48,121,28,107,50,226.5555556,46,210
ID=cds-AAG08729.1;Parent=gene-PA5344;Dbxref=NCBI_GP:AAG08729.1;Name=AAG08729.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=oxyR;product=OxyR;protein_id=AAG08729.1;transl_table=11,707,2784,537,2583.242857,733,3414.916667,523,3387
ID=cds-AAG08730.1;Parent=gene-PA5345;Dbxref=NCBI_GP:AAG08730.1;Name=AAG08730.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=recG;product=ATP-dependent DNA helicase RecG;protein_id=AAG08730.1;transl_table=11,350,190.1666667,286,155,261,146.1714286,164,155
ID=cds-AAG08731.1;Parent=gene-PA5346;Dbxref=NCBI_GP:AAG08731.1;Name=AAG08731.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08731.1;transl_table=11,356,242.5909091,249,242,265,215.2,219,200.45
ID=cds-AAG08732.1;Parent=gene-PA5347;Dbxref=NCBI_GP:AAG08732.1;Name=AAG08732.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08732.1;transl_table=11,162,922.2,97,910,120,912,61,940
ID=cds-AAG08733.1;Parent=gene-PA5348;Dbxref=NCBI_GP:AAG08733.1;Name=AAG08733.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable DNA-binding protein;protein_id=AAG08733.1;transl_table=11,119,137.5,102,152,136,184,124,182
ID=cds-AAG08734.1;Parent=gene-PA5349;Dbxref=NCBI_GP:AAG08734.1;Name=AAG08734.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable rubredoxin reductase;protein_id=AAG08734.1;transl_table=11,188,92.33333333,132,72.25396825,102.125,97,54,92
ID=cds-AAG08735.1;Parent=gene-PA5350;Dbxref=NCBI_GP:AAG08735.1;Name=AAG08735.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=rubA2;product=Rubredoxin 2;protein_id=AAG08735.1;transl_table=11,81,51,56,41,42,46,33,51
ID=cds-AAG08736.1;Parent=gene-PA5351;Dbxref=NCBI_GP:AAG08736.1;Name=AAG08736.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=rubA1;product=Rubredoxin 1;protein_id=AAG08736.1;transl_table=11,298,5668,211,5437.5,213,5928,172,4805.5
ID=cds-AAG08737.1;Parent=gene-PA5352;Dbxref=NCBI_GP:AAG08737.1;Name=AAG08737.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG08737.1;transl_table=11,0,3,0,2,1,4,0,1
ID=cds-AAG08738.1;Parent=gene-PA5353;Dbxref=NCBI_GP:AAG08738.1;Name=AAG08738.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=glcF;product=glycolate oxidase subunit GlcF;protein_id=AAG08738.1;transl_table=11,3,2,0.25,0,1,6.476190476,2,4
ID=cds-AAG08739.1;Parent=gene-PA5354;Dbxref=NCBI_GP:AAG08739.1;Name=AAG08739.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=glcE;product=glycolate oxidase subunit GlcE;protein_id=AAG08739.1;transl_table=11,0,1,0,1,0,2,1,2
ID=cds-AAG08740.1;Parent=gene-PA5355;Dbxref=NCBI_GP:AAG08740.1;Name=AAG08740.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=glcD;product=glycolate oxidase subunit GlcD;protein_id=AAG08740.1;transl_table=11,6,161.1428571,9.333333333,168.1666667,14,233.2,17,285.04
ID=cds-AAG08741.1;Parent=gene-PA5356;Dbxref=NCBI_GP:AAG08741.1;Name=AAG08741.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=glcC;product=transcriptional regulator GlcC;protein_id=AAG08741.1;transl_table=11,5,91,10,99,8,122,12,164
ID=cds-AAG08742.1;Parent=gene-PA5357;Dbxref=NCBI_GP:AAG08742.1;Name=AAG08742.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08742.1;transl_table=11,73,646,51,656,64,826,48,845
ID=cds-AAG08743.1;Parent=gene-PA5358;Dbxref=NCBI_GP:AAG08743.1;Name=AAG08743.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=ubiA;product=4-hydroxybenzoate-octaprenyl transferase;protein_id=AAG08743.1;transl_table=11,158,739.25,122,630,110,938,93,1305
ID=cds-AAG08744.1;Parent=gene-PA5359;Dbxref=NCBI_GP:AAG08744.1;Name=AAG08744.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08744.1;transl_table=11,1,19,2,16,3,9,5,35.25
ID=cds-AAG08745.1;Parent=gene-PA5360;Dbxref=NCBI_GP:AAG08745.1;Name=AAG08745.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phoB;product=two-component response regulator PhoB;protein_id=AAG08745.1;transl_table=11,162,434.25,132,317,544,1280,377,1157.010526
ID=cds-AAG08746.1;Parent=gene-PA5361;Dbxref=NCBI_GP:AAG08746.1;Name=AAG08746.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=phoR;product=two-component sensor PhoR;protein_id=AAG08746.1;transl_table=11,50,23.2,41,24,83,46.83333333,53,64.25
ID=cds-AAG08747.1;Parent=gene-PA5362;Dbxref=NCBI_GP:AAG08747.1;Name=AAG08747.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG08747.1;transl_table=11,455,1412,388,1412,370,1574.753968,242,1495
ID=cds-AAG08748.1;Parent=gene-PA5363;Dbxref=NCBI_GP:AAG08748.1;Name=AAG08748.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08748.1;transl_table=11,146,1160,95,1055,108,1033.666667,75,1063
ID=cds-AAG08749.1;Parent=gene-PA5364;Dbxref=NCBI_GP:AAG08749.1;Name=AAG08749.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable two-component response regulator;protein_id=AAG08749.1;transl_table=11,264,1334,192,1354.166667,215,1925.142857,145,1740
ID=cds-AAG08750.1;Parent=gene-PA5365;Dbxref=NCBI_GP:AAG08750.1;Name=AAG08750.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=phoU;product=phosphate uptake regulatory protein PhoU;protein_id=AAG08750.1;transl_table=11,130,53,86,51,123,84,74,75.14285714
ID=cds-AAG08751.1;Parent=gene-PA5366;Dbxref=NCBI_GP:AAG08751.1;Name=AAG08751.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=pstB;product=ATP-binding component of ABC phosphate transporter;protein_id=AAG08751.1;transl_table=11,166,200.5,140,206,233,286.25,134,315
ID=cds-AAG08752.1;Parent=gene-PA5367;Dbxref=NCBI_GP:AAG08752.1;Name=AAG08752.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=pstA;product=membrane protein component of ABC phosphate transporter;protein_id=AAG08752.1;transl_table=11,178,305.25,146,334.7857143,326,529.0294118,214,555.0555556
ID=cds-AAG08753.1;Parent=gene-PA5368;Dbxref=NCBI_GP:AAG08753.1;Name=AAG08753.1;Note=Product name confidence: Class 1 (Function experimentally demonstrated in P. aeruginosa);gbkey=CDS;gene=pstC;product=membrane protein component of ABC phosphate transporter;protein_id=AAG08753.1;transl_table=11,199,146.25,141,116.4111111,568,348,400,318
"ID=cds-AAG08754.1;Parent=gene-PA5369;Dbxref=NCBI_GP:AAG08754.1,PseudoCap:PA536;Name=AAG08754.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;gene=pstS;product=phosphate ABC transporter%2C periplasmic phosphate-binding protein%2C PstS;protein_id=AAG08754.1;transl_table=11",107,241.3333333,107,215,385,1185,259,1179.666667
ID=rna-PA5369.1;Parent=gene-PA5369.1;gbkey=rRNA;product=5S ribosomal RNA,36362.7,4440.711905,27817.25,4946.661905,38719.78333,4747.188095,25775.5,6054.416667
ID=rna-PA5369.2;Parent=gene-PA5369.2;gbkey=rRNA;product=23S ribosomal RNA,9726747.68,6445674.984,8068183.747,6350119.8,10877344.65,8252985.73,8632184.137,8256235.277
ID=rna-PA5369.3;Parent=gene-PA5369.3;gbkey=tRNA;product=tRNA-Ala,1034.416667,6634.7,825.0833333,6545.891667,669.75,5149.616667,422,4464.083333
ID=rna-PA5369.4;Parent=gene-PA5369.4;gbkey=tRNA;product=tRNA-Ile,18634.5,29252.03333,11791.5,28862.41667,9181.7,18778.53333,6387.75,17298.75
ID=rna-PA5369.5;Parent=gene-PA5369.5;gbkey=rRNA;product=16S ribosomal RNA,4225950.555,1744355.885,3463902.596,1717944.389,4533484.423,2124073.301,3559825.705,2193939.626
ID=cds-AAG08755.1;Parent=gene-PA5370;Dbxref=NCBI_GP:AAG08755.1;Name=AAG08755.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable major facilitator superfamily (MFS) transporter;protein_id=AAG08755.1;transl_table=11,153,228.325,135,201,152,234.375,95,277
ID=cds-AAG08756.1;Parent=gene-PA5371;Dbxref=NCBI_GP:AAG08756.1;Name=AAG08756.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG08756.1;transl_table=11,247,94,164,86,217,143,144,91
ID=cds-AAG08757.1;Parent=gene-PA5372;Dbxref=NCBI_GP:AAG08757.1;Name=AAG08757.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=betA;product=choline dehydrogenase;protein_id=AAG08757.1;transl_table=11,129,121,73,86.5,122,129.5,89,148.1111111
ID=cds-AAG08758.1;Parent=gene-PA5373;Dbxref=NCBI_GP:AAG08758.1;Name=AAG08758.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=betB;product=betaine aldehyde dehydrogenase;protein_id=AAG08758.1;transl_table=11,319.125,173.5,262,183.25,428,272,285,306
ID=cds-AAG08759.1;Parent=gene-PA5374;Dbxref=NCBI_GP:AAG08759.1;Name=AAG08759.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=betI;product=transcriptional regulator BetI;protein_id=AAG08759.1;transl_table=11,464,1609.2,345,1565,1108,3883.2,753,3645.566667
ID=cds-AAG08760.1;Parent=gene-PA5375;Dbxref=NCBI_GP:AAG08760.1;Name=AAG08760.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=betT1;product=choline transporter BetT;protein_id=AAG08760.1;transl_table=11,49,179.1428571,43,150.2575758,199,308.5,175,285.7333333
ID=cds-AAG08761.1;Parent=gene-PA5376;Dbxref=NCBI_GP:AAG08761.1;Name=AAG08761.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable ATP-binding component of ABC transporter;protein_id=AAG08761.1;transl_table=11,48,22,31.11111111,28,41,32.1,32,30
ID=cds-AAG08762.1;Parent=gene-PA5377;Dbxref=NCBI_GP:AAG08762.1;Name=AAG08762.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable permease of ABC transporter;protein_id=AAG08762.1;transl_table=11,30,35.5,30,38.5,35,76,27.2,55.09090909
ID=cds-AAG08763.1;Parent=gene-PA5378;Dbxref=NCBI_GP:AAG08763.1;Name=AAG08763.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08763.1;transl_table=11,38,72.25,47,70,57,104.3333333,45,83
ID=cds-AAG08764.1;Parent=gene-PA5379;Dbxref=NCBI_GP:AAG08764.1;Name=AAG08764.1;Note=Product name confidence: Class 2 (High similarity to functionally studied protein);gbkey=CDS;gene=sdaB;product=L-serine dehydratase;protein_id=AAG08764.1;transl_table=11,7,13,4,29.08333333,4,42.16666667,3.04,54
"ID=cds-AAG08765.1;Parent=gene-PA5380;Dbxref=NCBI_GP:AAG08765.1,PseudoCap:PA538;Name=AAG08765.1;Note=Class 1: Function experimentally demonstrated in P. aeruginosa;gbkey=CDS;gene=gbdR;product=GbdR;protein_id=AAG08765.1;transl_table=11",58,49.125,33,72,33,102,22,85
ID=cds-AAG08766.1;Parent=gene-PA5381;Dbxref=NCBI_GP:AAG08766.1;Name=AAG08766.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=hypothetical protein;protein_id=AAG08766.1;transl_table=11,10,46,3,38,18,89,2,79
ID=cds-AAG08767.1;Parent=gene-PA5382;Dbxref=NCBI_GP:AAG08767.1;Name=AAG08767.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable transcriptional regulator;protein_id=AAG08767.1;transl_table=11,22,38.5,16,30.25,28,28,11,45
ID=cds-AAG08768.1;Parent=gene-PA5383;Dbxref=NCBI_GP:AAG08768.1;Name=AAG08768.1;Note=Product name confidence: Class 4 (Homologs of previously reported genes of unknown function%2C or no similarity to any previously reported sequences);gbkey=CDS;product=conserved hypothetical protein;protein_id=AAG08768.1;transl_table=11,5,28,3.5,25.5,5,19,3,19
ID=cds-AAG08769.1;Parent=gene-PA5384;Dbxref=NCBI_GP:AAG08769.1;Name=AAG08769.1;Note=Product name confidence: Class 3 (Function proposed based on presence of conserved amino acid motif%2C structural feature or limited sequence similarity to an experimentally studied gene);gbkey=CDS;product=probable lipolytic enzyme;protein_id=AAG08769.1;transl_table=11,1,0.083333333,0.111111111,1.321428571,0,1.1,0,0.575
"ID=cds-AAG08770.1;Parent=gene-PA5385;Dbxref=NCBI_GP:AAG08770.1,PseudoCap:PA5385;Name=AAG08770.1;Note=Product name confidence: Class 1: Function experimentally demonstrated in P. aeruginosa.;gbkey=CDS;gene=cdhB;product=CdhB%2C Carnitine dehydrogenase-related protein B;protein_id=AAG08770.1;transl_table=11",1,2.4,0,5.4,0.111111111,5.2,0,1.2
