,JP_PAO1_A_cip,JP_PAO1_B_cip,JP_PAO1_C_cip,JP_1128_A_cip,JP_1128_B_cip,JP_1128_C_cip,JP_1139_A_cip,JP_1139_B_cip,JP1139_C_cip
"IGR:(CDS,PA5338,spoT,guanosine-3%27%2C5%27-bis%28diphosphate%29_3%27-pyrophosphohydrolase,cds5340,+,2105/CDS,PA5339,-,hypothetical_protein,cds5341,+,380):+:10:NC_002516.2",6,14,4,12,3,2,9,6,2
"AS_IGR:(CDS,PA5338,spoT,guanosine-3%27%2C5%27-bis%28diphosphate%29_3%27-pyrophosphohydrolase,cds5340,+,2105/CDS,PA5339,-,hypothetical_protein,cds5341,+,380):+:10:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA5339:-:hypothetical_protein:cds5341:+:380:NC_002516.2,447,1288,362,1166,178,232,831,454,222
AS_CDS:PA5339:-:hypothetical_protein:cds5341:+:380:NC_002516.2,1,7,0,5,0,0,4,0,0
"IGR:(CDS,PA5339,-,hypothetical_protein,cds5341,+,380/CDS,PA5340,-,hypothetical_protein,cds5342,+,731):+:3:NC_002516.2",3,11,3,10,1,2,7,3,2
"AS_IGR:(CDS,PA5339,-,hypothetical_protein,cds5341,+,380/CDS,PA5340,-,hypothetical_protein,cds5342,+,731):+:3:NC_002516.2",0,0,0,0,0,0,0,0,0
CDS:PA5340:-:hypothetical_protein:cds5342:+:731:NC_002516.2,287,886,246,769,115,131,562,311,118
AS_CDS:PA5340:-:hypothetical_protein:cds5342:+:731:NC_002516.2,6,18,14,29,4,4,20,6,6
CDS:PA5341:-:hypothetical_protein:cds5343:-:620:NC_002516.2,18,98,45,122,25,22,56,29,16
AS_CDS:PA5341:-:hypothetical_protein:cds5343:-:620:NC_002516.2,75,267,75,222,44,39,128,88,29
"IGR:(CDS,PA5341,-,hypothetical_protein,cds5343,-,620/CDS,PA5342,-,transcriptional_regulator,cds5344,-,800):+:15:NC_002516.2",0,0,0,1,0,0,1,0,0
"AS_IGR:(CDS,PA5341,-,hypothetical_protein,cds5343,-,620/CDS,PA5342,-,transcriptional_regulator,cds5344,-,800):+:15:NC_002516.2",1,2,1,2,0,0,1,1,0
CDS:PA5342:-:transcriptional_regulator:cds5344:-:800:NC_002516.2,94,206,73,327,40,65,164,103,35
AS_CDS:PA5342:-:transcriptional_regulator:cds5344:-:800:NC_002516.2,16,53,8,40,6,11,29,16,8
CDS:PA5343:-:hypothetical_protein:cds5345:-:851:NC_002516.2,214,485,154,709,101,64,335,183,84
AS_CDS:PA5343:-:hypothetical_protein:cds5345:-:851:NC_002516.2,2,22,8,28,2,0,7,1,5
"IGR:(CDS,PA5343,-,hypothetical_protein,cds5345,-,851/CDS,PA5344,oxyR,OxyR_protein,cds5346,+,932):+:96:NC_002516.2",0,0,2,1,0,0,1,0,1
"AS_IGR:(CDS,PA5343,-,hypothetical_protein,cds5345,-,851/CDS,PA5344,oxyR,OxyR_protein,cds5346,+,932):+:96:NC_002516.2",19,26,6,27,5,5,13,6,5
CDS:PA5344:oxyR:OxyR_protein:cds5346:+:932:NC_002516.2,286,577,221,706,131,155,379,263,113
AS_CDS:PA5344:oxyR:OxyR_protein:cds5346:+:932:NC_002516.2,52,104,30,81,25,30,71,41,20
CDS:PA5345:recG:ATP-dependent_DNA_helicase_RecG:cds5347:+:2075:NC_002516.2,445,1013,404,1147,155,191,523,353,136
AS_CDS:PA5345:recG:ATP-dependent_DNA_helicase_RecG:cds5347:+:2075:NC_002516.2,118,340,129,380,51,81,246,111,47
"IGR:(CDS,PA5345,recG,ATP-dependent_DNA_helicase_RecG,cds5347,+,2075/CDS,PA5346,-,hypothetical_protein,cds5348,+,1409):+:38:NC_002516.2",6,12,5,8,1,2,7,2,2
"AS_IGR:(CDS,PA5345,recG,ATP-dependent_DNA_helicase_RecG,cds5347,+,2075/CDS,PA5346,-,hypothetical_protein,cds5348,+,1409):+:38:NC_002516.2",2,6,1,6,2,2,6,1,1
CDS:PA5346:-:hypothetical_protein:cds5348:+:1409:NC_002516.2,1612,4166,1362,4420,890,929,3759,1994,871
AS_CDS:PA5346:-:hypothetical_protein:cds5348:+:1409:NC_002516.2,24,87,24,81,14,14,52,24,10
"IGR:(CDS,PA5346,-,hypothetical_protein,cds5348,+,1409/CDS,PA5347,-,hypothetical_protein,cds5349,-,392):+:10:NC_002516.2",9,24,10,25,5,6,28,14,6
"AS_IGR:(CDS,PA5346,-,hypothetical_protein,cds5348,+,1409/CDS,PA5347,-,hypothetical_protein,cds5349,-,392):+:10:NC_002516.2",0,3,0,3,0,0,1,1,0
CDS:PA5347:-:hypothetical_protein:cds5349:-:392:NC_002516.2,50,171,35,181,34,25,77,43,18
AS_CDS:PA5347:-:hypothetical_protein:cds5349:-:392:NC_002516.2,98,218,92,240,46,59,248,128,64
"IGR:(CDS,PA5347,-,hypothetical_protein,cds5349,-,392/CDS,PA5348,-,DNA-binding_protein,cds5350,-,272):+:84:NC_002516.2",4,7,5,6,2,2,11,2,1
"AS_IGR:(CDS,PA5347,-,hypothetical_protein,cds5349,-,392/CDS,PA5348,-,DNA-binding_protein,cds5350,-,272):+:84:NC_002516.2",37,87,24,76,15,15,73,24,12
CDS:PA5348:-:DNA-binding_protein:cds5350:-:272:NC_002516.2,426,1129,297,1016,172,198,743,300,122
AS_CDS:PA5348:-:DNA-binding_protein:cds5350:-:272:NC_002516.2,12,39,10,31,13,7,29,14,0
"IGR:(CDS,PA5348,-,DNA-binding_protein,cds5350,-,272/CDS,PA5349,-,rubredoxin_reductase,cds5351,-,1154):+:150:NC_002516.2",2,14,3,8,2,1,8,3,1
"AS_IGR:(CDS,PA5348,-,DNA-binding_protein,cds5350,-,272/CDS,PA5349,-,rubredoxin_reductase,cds5351,-,1154):+:150:NC_002516.2",115,254,72,252,42,47,169,90,23
CDS:PA5349:-:rubredoxin_reductase:cds5351:-:1154:NC_002516.2,262,752,221,795,98,130,459,220,91
AS_CDS:PA5349:-:rubredoxin_reductase:cds5351:-:1154:NC_002516.2,36,125,46,100,10,9,57,27,19
CDS:PA5350:rubA2:rubredoxin:cds5352:-:167:NC_002516.2,58,146,55,188,30,30,102,43,26
AS_CDS:PA5350:rubA2:rubredoxin:cds5352:-:167:NC_002516.2,4,16,0,4,0,1,12,0,1
"IGR:(CDS,PA5350,rubA2,rubredoxin,cds5352,-,167/CDS,PA5351,rubA1,rubredoxin,cds5353,-,167):+:132:NC_002516.2",3,2,0,2,0,0,5,0,0
"AS_IGR:(CDS,PA5350,rubA2,rubredoxin,cds5352,-,167/CDS,PA5351,rubA1,rubredoxin,cds5353,-,167):+:132:NC_002516.2",32,95,33,102,16,19,54,23,14
CDS:PA5351:rubA1:rubredoxin:cds5353:-:167:NC_002516.2,72,221,45,197,19,30,70,49,14
AS_CDS:PA5351:rubA1:rubredoxin:cds5353:-:167:NC_002516.2,0,5,2,10,0,1,2,0,0
"IGR:(CDS,PA5351,rubA1,rubredoxin,cds5353,-,167/CDS,PA5352,-,hypothetical_protein,cds5354,-,401):+:82:NC_002516.2",1,3,2,0,0,0,0,0,0
"AS_IGR:(CDS,PA5351,rubA1,rubredoxin,cds5353,-,167/CDS,PA5352,-,hypothetical_protein,cds5354,-,401):+:82:NC_002516.2",24,72,10,53,6,11,20,19,4
CDS:PA5352:-:hypothetical_protein:cds5354:-:401:NC_002516.2,139,512,152,356,39,63,102,139,50
AS_CDS:PA5352:-:hypothetical_protein:cds5354:-:401:NC_002516.2,10,21,17,25,5,5,15,8,1
CDS:PA5353:glcF:glycolate_oxidase_iron-sulfur_subunit:cds5355:-:1226:NC_002516.2,386,1368,350,1207,209,178,314,362,134
AS_CDS:PA5353:glcF:glycolate_oxidase_iron-sulfur_subunit:cds5355:-:1226:NC_002516.2,10,25,8,21,2,7,10,15,2
CDS:PA5354:glcE:glycolate_oxidase_FAD_binding_subunit:cds5356:-:1079:NC_002516.2,481,1995,605,1680,228,243,432,582,208
AS_CDS:PA5354:glcE:glycolate_oxidase_FAD_binding_subunit:cds5356:-:1079:NC_002516.2,7,20,10,29,4,1,5,8,1
CDS:PA5355:glcD:glycolate_oxidase_subunit_GlcD:cds5357:-:1499:NC_002516.2,1137,3752,1166,2564,443,457,771,912,324
AS_CDS:PA5355:glcD:glycolate_oxidase_subunit_GlcD:cds5357:-:1499:NC_002516.2,24,92,37,71,10,3,32,20,11
"IGR:(CDS,PA5355,glcD,glycolate_oxidase_subunit_GlcD,cds5357,-,1499/CDS,PA5356,glcC,DNA-binding_transcriptional_regulator_GlcC,cds5358,+,755):+:163:NC_002516.2",24,41,12,50,6,6,22,18,4
"AS_IGR:(CDS,PA5355,glcD,glycolate_oxidase_subunit_GlcD,cds5357,-,1499/CDS,PA5356,glcC,DNA-binding_transcriptional_regulator_GlcC,cds5358,+,755):+:163:NC_002516.2",71,224,75,158,34,34,49,79,18
CDS:PA5356:glcC:DNA-binding_transcriptional_regulator_GlcC:cds5358:+:755:NC_002516.2,297,771,254,986,95,135,434,379,83
AS_CDS:PA5356:glcC:DNA-binding_transcriptional_regulator_GlcC:cds5358:+:755:NC_002516.2,74,168,94,215,33,34,114,64,65
"IGR:(CDS,PA5356,glcC,DNA-binding_transcriptional_regulator_GlcC,cds5358,+,755/CDS,PA5357,-,hypothetical_protein,cds5359,+,536):+:28:NC_002516.2",1,6,1,3,0,2,1,2,1
"AS_IGR:(CDS,PA5356,glcC,DNA-binding_transcriptional_regulator_GlcC,cds5358,+,755/CDS,PA5357,-,hypothetical_protein,cds5359,+,536):+:28:NC_002516.2",1,2,1,3,0,0,2,0,0
CDS:PA5357:-:hypothetical_protein:cds5359:+:536:NC_002516.2,232,526,173,624,76,82,257,167,86
AS_CDS:PA5357:-:hypothetical_protein:cds5359:+:536:NC_002516.2,23,71,20,59,3,8,30,19,11
CDS:PA5358:ubiA:4-hydroxybenzoate_octaprenyltransferase:cds5360:+:890:NC_002516.2,233,661,230,647,107,141,386,265,91
AS_CDS:PA5358:ubiA:4-hydroxybenzoate_octaprenyltransferase:cds5360:+:890:NC_002516.2,219,475,143,656,122,108,448,230,72
CDS:PA5359:-:hypothetical_protein:cds5361:-:455:NC_002516.2,354,779,251,936,106,123,604,347,124
AS_CDS:PA5359:-:hypothetical_protein:cds5361:-:455:NC_002516.2,91,306,69,305,46,41,182,73,30
"IGR:(CDS,PA5359,-,hypothetical_protein,cds5361,-,455/CDS,PA5360,phoB,two-component_response_regulator_PhoB,cds5362,+,689):+:63:NC_002516.2",3,12,4,13,1,2,9,2,1
"AS_IGR:(CDS,PA5359,-,hypothetical_protein,cds5361,-,455/CDS,PA5360,phoB,two-component_response_regulator_PhoB,cds5362,+,689):+:63:NC_002516.2",3,6,2,13,1,1,4,4,1
CDS:PA5360:phoB:two-component_response_regulator_PhoB:cds5362:+:689:NC_002516.2,128,323,94,297,54,38,218,92,41
AS_CDS:PA5360:phoB:two-component_response_regulator_PhoB:cds5362:+:689:NC_002516.2,42,76,17,117,5,8,51,24,10
"IGR:(CDS,PA5360,phoB,two-component_response_regulator_PhoB,cds5362,+,689/CDS,PA5361,phoR,two-component_sensor_PhoR,cds5363,+,1331):+:22:NC_002516.2",2,9,7,10,1,1,8,6,1
"AS_IGR:(CDS,PA5360,phoB,two-component_response_regulator_PhoB,cds5362,+,689/CDS,PA5361,phoR,two-component_sensor_PhoR,cds5363,+,1331):+:22:NC_002516.2",1,2,1,3,0,0,2,0,0
CDS:PA5361:phoR:two-component_sensor_PhoR:cds5363:+:1331:NC_002516.2,56,211,61,197,9,27,105,86,38
AS_CDS:PA5361:phoR:two-component_sensor_PhoR:cds5363:+:1331:NC_002516.2,42,188,38,118,11,20,103,64,23
"IGR:(CDS,PA5361,phoR,two-component_sensor_PhoR,cds5363,+,1331/CDS,PA5362,-,hypothetical_protein,cds5364,+,1340):+:51:NC_002516.2",1,6,0,4,0,1,4,1,0
"AS_IGR:(CDS,PA5361,phoR,two-component_sensor_PhoR,cds5363,+,1331/CDS,PA5362,-,hypothetical_protein,cds5364,+,1340):+:51:NC_002516.2",2,5,4,4,0,0,3,4,1
CDS:PA5362:-:hypothetical_protein:cds5364:+:1340:NC_002516.2,262,444,191,510,58,60,286,121,100
AS_CDS:PA5362:-:hypothetical_protein:cds5364:+:1340:NC_002516.2,38,117,59,134,11,23,114,46,17
CDS:PA5363:-:hypothetical_protein:cds5365:-:899:NC_002516.2,239,590,224,600,74,119,343,151,100
AS_CDS:PA5363:-:hypothetical_protein:cds5365:-:899:NC_002516.2,111,328,101,358,14,52,171,102,50
"IGR:(CDS,PA5363,-,hypothetical_protein,cds5365,-,899/CDS,PA5364,-,two-component_response_regulator,cds5366,-,902):+:64:NC_002516.2",3,4,0,7,0,0,3,1,0
"AS_IGR:(CDS,PA5363,-,hypothetical_protein,cds5365,-,899/CDS,PA5364,-,two-component_response_regulator,cds5366,-,902):+:64:NC_002516.2",34,55,22,54,9,13,34,33,15
CDS:PA5364:-:two-component_response_regulator:cds5366:-:902:NC_002516.2,498,1138,442,1308,231,178,877,480,225
AS_CDS:PA5364:-:two-component_response_regulator:cds5366:-:902:NC_002516.2,20,74,39,90,18,8,48,29,4
"IGR:(CDS,PA5364,-,two-component_response_regulator,cds5366,-,902/CDS,PA5365,phoU,phosphate_uptake_regulatory_protein_PhoU,cds5367,-,728):+:67:NC_002516.2",0,2,0,1,0,1,2,2,0
"AS_IGR:(CDS,PA5364,-,two-component_response_regulator,cds5366,-,902/CDS,PA5365,phoU,phosphate_uptake_regulatory_protein_PhoU,cds5367,-,728):+:67:NC_002516.2",17,39,13,42,6,5,27,15,5
CDS:PA5365:phoU:phosphate_uptake_regulatory_protein_PhoU:cds5367:-:728:NC_002516.2,85,261,52,252,35,59,195,83,26
AS_CDS:PA5365:phoU:phosphate_uptake_regulatory_protein_PhoU:cds5367:-:728:NC_002516.2,3,25,33,47,7,10,25,7,2
"IGR:(CDS,PA5365,phoU,phosphate_uptake_regulatory_protein_PhoU,cds5367,-,728/CDS,PA5366,pstB,phosphate_transporter_ATP-binding_protein,cds5368,-,833):+:44:NC_002516.2",0,3,0,10,1,1,1,1,0
"AS_IGR:(CDS,PA5365,phoU,phosphate_uptake_regulatory_protein_PhoU,cds5367,-,728/CDS,PA5366,pstB,phosphate_transporter_ATP-binding_protein,cds5368,-,833):+:44:NC_002516.2",3,13,3,15,2,2,12,6,1
CDS:PA5366:pstB:phosphate_transporter_ATP-binding_protein:cds5368:-:833:NC_002516.2,48,155,39,161,10,34,127,59,26
AS_CDS:PA5366:pstB:phosphate_transporter_ATP-binding_protein:cds5368:-:833:NC_002516.2,27,94,17,93,24,24,51,24,14
CDS:PA5367:pstA:phosphate_ABC_transporter_membrane_protein:cds5369:-:1676:NC_002516.2,100,354,80,335,31,50,199,70,38
AS_CDS:PA5367:pstA:phosphate_ABC_transporter_membrane_protein:cds5369:-:1676:NC_002516.2,11,36,17,40,6,11,41,18,7
CDS:PA5368:pstC:phosphate_ABC_transporter_membrane_protein:cds5370:-:2033:NC_002516.2,117,380,121,433,52,70,238,101,80
AS_CDS:PA5368:pstC:phosphate_ABC_transporter_membrane_protein:cds5370:-:2033:NC_002516.2,25,64,18,68,15,6,42,20,13
"IGR:(CDS,PA5368,pstC,phosphate_ABC_transporter_membrane_protein,cds5370,-,2033/CDS,PA5369,pstS,phosphate_ABC_transporter_substrate-binding_protein,cds5371,-,971):+:371:NC_002516.2",26,58,17,70,3,13,45,28,4
"AS_IGR:(CDS,PA5368,pstC,phosphate_ABC_transporter_membrane_protein,cds5370,-,2033/CDS,PA5369,pstS,phosphate_ABC_transporter_substrate-binding_protein,cds5371,-,971):+:371:NC_002516.2",34,166,59,171,16,27,93,32,27
CDS:PA5369:pstS:phosphate_ABC_transporter_substrate-binding_protein:cds5371:-:971:NC_002516.2,178,515,125,464,86,71,287,127,74
AS_CDS:PA5369:pstS:phosphate_ABC_transporter_substrate-binding_protein:cds5371:-:971:NC_002516.2,55,106,35,126,15,20,48,32,28
"IGR:(CDS,PA5369,pstS,phosphate_ABC_transporter_substrate-binding_protein,cds5371,-,971/rRNA,PA5369.1,ID,-,5S_ribosomal_RNA,id104,-,119):+:379:NC_002516.2",2,7,1,11,0,3,5,0,2
"AS_IGR:(CDS,PA5369,pstS,phosphate_ABC_transporter_substrate-binding_protein,cds5371,-,971/rRNA,PA5369.1,ID,-,5S_ribosomal_RNA,id104,-,119):+:379:NC_002516.2",16,87,17,48,13,6,30,13,7
"rRNA:PA5369.1,ID:-:5S_ribosomal_RNA:id104:-:119:NC_002516.2",42,216,68,165,35,13,115,52,7
"AS_rRNA:PA5369.1,ID:-:5S_ribosomal_RNA:id104:-:119:NC_002516.2",37,158,49,145,19,15,111,19,17
"IGR:(rRNA,PA5369.1,ID,-,5S_ribosomal_RNA,id104,-,119/rRNA,PA5369.2,ID,-,23S_ribosomal_RNA,id105,-,2890):+:141:NC_002516.2",39,187,58,149,11,17,88,22,16
"AS_IGR:(rRNA,PA5369.1,ID,-,5S_ribosomal_RNA,id104,-,119/rRNA,PA5369.2,ID,-,23S_ribosomal_RNA,id105,-,2890):+:141:NC_002516.2",116,627,211,513,72,52,268,110,18
"rRNA:PA5369.2,ID:-:23S_ribosomal_RNA:id105:-:2890:NC_002516.2",1883,5483,1665,5475,958,851,4982,1609,857
"AS_rRNA:PA5369.2,ID:-:23S_ribosomal_RNA:id105:-:2890:NC_002516.2",690,1945,606,1904,306,327,1627,528,277
"IGR:(rRNA,PA5369.2,ID,-,23S_ribosomal_RNA,id105,-,2890/tRNA,PA5369.3,ID,-,tRNA-Ala,id106,-,75):+:225:NC_002516.2",73,191,92,279,26,18,151,31,17
"AS_IGR:(rRNA,PA5369.2,ID,-,23S_ribosomal_RNA,id105,-,2890/tRNA,PA5369.3,ID,-,tRNA-Ala,id106,-,75):+:225:NC_002516.2",364,800,399,1318,67,79,856,160,52
"tRNA:PA5369.3,ID:-:tRNA-Ala:id106:-:75:NC_002516.2",344,2369,786,2421,210,271,2160,819,196
"AS_tRNA:PA5369.3,ID:-:tRNA-Ala:id106:-:75:NC_002516.2",62,478,180,521,35,64,307,93,37
"IGR:(tRNA,PA5369.3,ID,-,tRNA-Ala,id106,-,75/tRNA,PA5369.4,ID,-,tRNA-Ile,id107,-,76):+:27:NC_002516.2",5,79,28,80,3,6,64,8,6
"AS_IGR:(tRNA,PA5369.3,ID,-,tRNA-Ala,id106,-,75/tRNA,PA5369.4,ID,-,tRNA-Ile,id107,-,76):+:27:NC_002516.2",129,904,320,926,77,105,842,304,73
"tRNA:PA5369.4,ID:-:tRNA-Ile:id107:-:76:NC_002516.2",61,254,108,294,26,26,173,73,17
"AS_tRNA:PA5369.4,ID:-:tRNA-Ile:id107:-:76:NC_002516.2",3,58,26,71,5,7,21,8,4
"IGR:(tRNA,PA5369.4,ID,-,tRNA-Ile,id107,-,76/rRNA,PA5369.5,ID,-,16S_ribosomal_RNA,id108,-,1535):+:63:NC_002516.2",3,15,4,21,2,3,8,2,1
"AS_IGR:(tRNA,PA5369.4,ID,-,tRNA-Ile,id107,-,76/rRNA,PA5369.5,ID,-,16S_ribosomal_RNA,id108,-,1535):+:63:NC_002516.2",31,111,50,128,11,11,74,37,9
"rRNA:PA5369.5,ID:-:16S_ribosomal_RNA:id108:-:1535:NC_002516.2",679,1887,663,1967,382,295,1631,574,258
"AS_rRNA:PA5369.5,ID:-:16S_ribosomal_RNA:id108:-:1535:NC_002516.2",224,638,211,698,103,125,552,200,103
"IGR:(rRNA,PA5369.5,ID,-,16S_ribosomal_RNA,id108,-,1535/CDS,PA5370,-,major_facilitator_superfamily_%28MFS%29_transporter,cds5372,-,1316):+:535:NC_002516.2",109,358,82,333,34,40,176,74,47
"AS_IGR:(rRNA,PA5369.5,ID,-,16S_ribosomal_RNA,id108,-,1535/CDS,PA5370,-,major_facilitator_superfamily_%28MFS%29_transporter,cds5372,-,1316):+:535:NC_002516.2",265,889,269,886,99,106,368,123,82
CDS:PA5370:-:major_facilitator_superfamily_%28MFS%29_transporter:cds5372:-:1316:NC_002516.2,115,314,81,251,38,26,139,63,14
AS_CDS:PA5370:-:major_facilitator_superfamily_%28MFS%29_transporter:cds5372:-:1316:NC_002516.2,37,85,28,84,13,6,75,42,33
"IGR:(CDS,PA5370,-,major_facilitator_superfamily_%28MFS%29_transporter,cds5372,-,1316/CDS,PA5371,-,hypothetical_protein,cds5373,+,404):+:246:NC_002516.2",23,68,30,58,6,9,47,23,6
"AS_IGR:(CDS,PA5370,-,major_facilitator_superfamily_%28MFS%29_transporter,cds5372,-,1316/CDS,PA5371,-,hypothetical_protein,cds5373,+,404):+:246:NC_002516.2",17,52,8,29,4,8,19,11,8
CDS:PA5371:-:hypothetical_protein:cds5373:+:404:NC_002516.2,595,1720,522,1619,202,203,1143,521,198
AS_CDS:PA5371:-:hypothetical_protein:cds5373:+:404:NC_002516.2,26,91,33,123,20,22,94,40,11
CDS:PA5372:betA:choline_dehydrogenase:cds5374:-:1685:NC_002516.2,653,1830,472,1906,331,418,1586,787,336
AS_CDS:PA5372:betA:choline_dehydrogenase:cds5374:-:1685:NC_002516.2,302,825,238,834,127,135,572,276,120
"IGR:(CDS,PA5372,betA,choline_dehydrogenase,cds5374,-,1685/CDS,PA5373,betB,betaine_aldehyde_dehydrogenase,cds5375,-,1472):+:84:NC_002516.2",7,20,10,20,3,5,25,15,5
"AS_IGR:(CDS,PA5372,betA,choline_dehydrogenase,cds5374,-,1685/CDS,PA5373,betB,betaine_aldehyde_dehydrogenase,cds5375,-,1472):+:84:NC_002516.2",157,325,110,477,122,84,509,182,114
CDS:PA5373:betB:betaine_aldehyde_dehydrogenase:cds5375:-:1472:NC_002516.2,2987,6465,2061,6776,1296,1388,6329,2906,1366
AS_CDS:PA5373:betB:betaine_aldehyde_dehydrogenase:cds5375:-:1472:NC_002516.2,99,291,65,344,55,37,190,86,46
"IGR:(CDS,PA5373,betB,betaine_aldehyde_dehydrogenase,cds5375,-,1472/CDS,PA5374,betI,BetI_family_transcriptional_regulator,cds5376,-,593):+:9:NC_002516.2",1,0,0,0,0,0,1,0,0
"AS_IGR:(CDS,PA5373,betB,betaine_aldehyde_dehydrogenase,cds5375,-,1472/CDS,PA5374,betI,BetI_family_transcriptional_regulator,cds5376,-,593):+:9:NC_002516.2",30,47,14,42,8,8,31,16,7
CDS:PA5374:betI:BetI_family_transcriptional_regulator:cds5376:-:593:NC_002516.2,2696,5248,1700,4943,922,905,3492,1661,733
AS_CDS:PA5374:betI:BetI_family_transcriptional_regulator:cds5376:-:593:NC_002516.2,16,41,28,62,15,13,41,13,14
"IGR:(CDS,PA5374,betI,BetI_family_transcriptional_regulator,cds5376,-,593/CDS,PA5375,betT1,choline_transporter_BetT,cds5377,+,1550):+:291:NC_002516.2",29,62,31,55,3,6,26,27,7
"AS_IGR:(CDS,PA5374,betI,BetI_family_transcriptional_regulator,cds5376,-,593/CDS,PA5375,betT1,choline_transporter_BetT,cds5377,+,1550):+:291:NC_002516.2",107,276,86,223,37,34,124,68,19
CDS:PA5375:betT1:choline_transporter_BetT:cds5377:+:1550:NC_002516.2,201,571,221,510,86,98,286,163,99
AS_CDS:PA5375:betT1:choline_transporter_BetT:cds5377:+:1550:NC_002516.2,23,41,10,20,7,0,24,5,6
"IGR:(CDS,PA5375,betT1,choline_transporter_BetT,cds5377,+,1550/CDS,PA5376,-,ABC_transporter_ATP-binding_protein,cds5378,-,1178):+:156:NC_002516.2",26,79,24,58,4,8,38,14,10
"AS_IGR:(CDS,PA5375,betT1,choline_transporter_BetT,cds5377,+,1550/CDS,PA5376,-,ABC_transporter_ATP-binding_protein,cds5378,-,1178):+:156:NC_002516.2",7,15,8,38,5,2,13,7,2
CDS:PA5376:-:ABC_transporter_ATP-binding_protein:cds5378:-:1178:NC_002516.2,134,415,90,431,43,61,287,129,21
AS_CDS:PA5376:-:ABC_transporter_ATP-binding_protein:cds5378:-:1178:NC_002516.2,28,16,17,22,0,5,11,3,5
CDS:PA5377:-:ABC_transporter_permease:cds5379:-:839:NC_002516.2,54,190,70,190,33,39,133,86,12
AS_CDS:PA5377:-:ABC_transporter_permease:cds5379:-:839:NC_002516.2,22,62,11,46,1,4,15,7,6
CDS:PA5378:-:hypothetical_protein:cds5380:-:938:NC_002516.2,122,358,111,391,61,78,250,180,75
AS_CDS:PA5378:-:hypothetical_protein:cds5380:-:938:NC_002516.2,23,45,10,49,0,2,28,12,1
"IGR:(CDS,PA5378,-,hypothetical_protein,cds5380,-,938/CDS,PA5379,sdaB,L-serine_dehydratase,cds5381,+,1376):+:422:NC_002516.2",48,166,28,207,15,13,119,68,16
"AS_IGR:(CDS,PA5378,-,hypothetical_protein,cds5380,-,938/CDS,PA5379,sdaB,L-serine_dehydratase,cds5381,+,1376):+:422:NC_002516.2",75,144,91,242,13,24,143,114,31
CDS:PA5379:sdaB:L-serine_dehydratase:cds5381:+:1376:NC_002516.2,60,218,67,243,45,37,99,66,20
AS_CDS:PA5379:sdaB:L-serine_dehydratase:cds5381:+:1376:NC_002516.2,33,31,18,62,8,8,55,18,12
"IGR:(CDS,PA5379,sdaB,L-serine_dehydratase,cds5381,+,1376/CDS,PA5380,gbdR,protein_GbdR,cds5382,+,1103):+:368:NC_002516.2",24,98,19,85,13,6,40,33,2
"AS_IGR:(CDS,PA5379,sdaB,L-serine_dehydratase,cds5381,+,1376/CDS,PA5380,gbdR,protein_GbdR,cds5382,+,1103):+:368:NC_002516.2",17,28,14,60,7,10,34,9,1
CDS:PA5380:gbdR:protein_GbdR:cds5382:+:1103:NC_002516.2,178,606,147,569,75,92,378,177,73
AS_CDS:PA5380:gbdR:protein_GbdR:cds5382:+:1103:NC_002516.2,98,311,92,405,40,76,265,132,58
CDS:PA5381:-:hypothetical_protein:cds5383:-:377:NC_002516.2,80,187,79,222,25,47,185,73,31
AS_CDS:PA5381:-:hypothetical_protein:cds5383:-:377:NC_002516.2,66,200,48,187,18,28,93,63,29
"IGR:(CDS,PA5381,-,hypothetical_protein,cds5383,-,377/CDS,PA5382,-,transcriptional_regulator,cds5384,-,893):+:88:NC_002516.2",31,127,42,161,18,8,53,45,4
"AS_IGR:(CDS,PA5381,-,hypothetical_protein,cds5383,-,377/CDS,PA5382,-,transcriptional_regulator,cds5384,-,893):+:88:NC_002516.2",4,10,6,11,2,3,13,7,2
CDS:PA5382:-:transcriptional_regulator:cds5384:-:893:NC_002516.2,26,153,65,227,14,45,139,69,39
AS_CDS:PA5382:-:transcriptional_regulator:cds5384:-:893:NC_002516.2,28,117,40,138,17,5,46,40,2
"IGR:(CDS,PA5382,-,transcriptional_regulator,cds5384,-,893/CDS,PA5383,-,hypothetical_protein,cds5385,+,1067):+:66:NC_002516.2",0,0,0,1,0,0,0,0,0
"AS_IGR:(CDS,PA5382,-,transcriptional_regulator,cds5384,-,893/CDS,PA5383,-,hypothetical_protein,cds5385,+,1067):+:66:NC_002516.2",0,2,1,4,1,1,1,1,0
CDS:PA5383:-:hypothetical_protein:cds5385:+:1067:NC_002516.2,24,50,3,53,8,9,35,4,3
AS_CDS:PA5383:-:hypothetical_protein:cds5385:+:1067:NC_002516.2,12,60,15,46,7,5,34,19,3
CDS:PA5384:-:lipolytic_protein:cds5386:-:995:NC_002516.2,14,13,0,23,8,4,5,8,0
AS_CDS:PA5384:-:lipolytic_protein:cds5386:-:995:NC_002516.2,8,16,1,5,0,3,8,5,1
CDS:PA5385:cdhB:carnitine_dehydrogenase:cds5387:-:479:NC_002516.2,0,14,1,15,1,1,13,5,4
AS_CDS:PA5385:cdhB:carnitine_dehydrogenase:cds5387:-:479:NC_002516.2,1,11,4,6,0,0,0,8,0
